locale,slug,reason,word_count,title
en,bjj-clinch-work-bjj,doubled-bjj-suffix,1050,"Clinch Work & Takedowns: BJJ Standup"
en,bjj-combination-attacks-bjj,doubled-bjj-suffix,1493,"Combination Attack Theory in BJJ"
en,bjj-competition-anxiety,soft-topic:anxiety,1301,"Handling Competition Anxiety in BJJ"
en,bjj-competition-day-nutrition,soft-topic:nutrition,1235,"Competition Day Nutrition"
en,bjj-competition-diet-guide,soft-topic:diet,1368,"BJJ Competition Diet Guide — Nutrition Strategy for Tournament Day"
en,bjj-competition-mindset,soft-topic:mindset,1246,"Competition Mindset for BJJ: Mental Skills for Tournament Success"
en,bjj-competition-warmup-bjj,doubled-bjj-suffix,1091,"Competition Warm-Up Routine"
en,bjj-compression-locks-bjj,doubled-bjj-suffix,1228,"Compression Locks Overview"
en,bjj-conceptual-bjj,doubled-bjj-suffix,1351,"Conceptual BJJ Approach to Techniques"
en,bjj-conceptual-learning-bjj,doubled-bjj-suffix,1339,"BJJ Conceptual Learning Guide | BJJ App Wiki"
en,bjj-confidence-bjj,doubled-bjj-suffix,1200,"Building Confidence in BJJ"
en,bjj-consistency-bjj,doubled-bjj-suffix,1176,"Consistency in BJJ Training"
en,bjj-cool-down-guide-bjj,doubled-bjj-suffix,1197,"Cool Down After Training"
en,bjj-coordination-bjj,doubled-bjj-suffix,1209,"Coordination Drills for BJJ"
en,bjj-copy-elite-bjj,doubled-bjj-suffix,1244,"Copying Elite BJJ Players"
en,bjj-counter-attack-bjj,doubled-bjj-suffix,1380,"Counter-Attack Theory in BJJ"
en,bjj-creating-angles-bjj,doubled-bjj-suffix,1304,"Creating Angles in BJJ"
en,bjj-curriculum-bjj,doubled-bjj-suffix,1160,"BJJ Curriculum Design"
en,bjj-cutting-weight-bjj,doubled-bjj-suffix,1405,"Weight Cutting for BJJ"
en,bjj-diet-for-bjj,doubled-bjj-suffix,1555,"Diet For Bjj Guide"
en,bjj-diet-nutrition,soft-topic:nutrition,1286,"BJJ Diet & Nutrition Guide for Grapplers | BJJ App Wiki"
en,bjj-distance-management-bjj,doubled-bjj-suffix,1371,"Distance Management Guide | BJJ App Wiki"
en,bjj-drilling-routines-bjj,doubled-bjj-suffix,1202,"Daily Drilling Routines"
en,bjj-ego-in-bjj,doubled-bjj-suffix,1323,"Ego and BJJ Training"
en,bjj-elbow-control-bjj,doubled-bjj-suffix,1266,"Elbow Control in BJJ"
en,bjj-endurance-game-bjj,doubled-bjj-suffix,1156,"Endurance-Based BJJ Game"
en,bjj-explosive-power-bjj,doubled-bjj-suffix,1366,"Explosive Power for BJJ Techniques"
en,bjj-feel-in-bjj,doubled-bjj-suffix,1396,"Developing Feel in Brazilian Jiu-Jitsu"
en,bjj-feint-techniques-bjj,doubled-bjj-suffix,1449,"Feints and Misdirection in BJJ"
en,bjj-film-study-bjj,doubled-bjj-suffix,1234,"Film Study Techniques"
en,bjj-first-year-bjj,doubled-bjj-suffix,1229,"First Year BJJ Guide"
en,bjj-flexibility-for-bjj,doubled-bjj-suffix,1029,"Flexibility Training for BJJ Injury Prevention"
en,bjj-flexibility-training-bjj,doubled-bjj-suffix,1341,"Flexibility Training for BJJ | BJJ App Wiki"
en,bjj-floating-pass-bjj,doubled-bjj-suffix,1177,"Floating Pass Technique"
en,bjj-flow-state-bjj,doubled-bjj-suffix,1277,"Achieving Flow State in BJJ"
en,bjj-foam-rolling-bjj,doubled-bjj-suffix,1226,"Foam Rolling for BJJ"
en,bjj-focus-techniques-bjj,doubled-bjj-suffix,1405,"Focus and Concentration Techniques"
en,bjj-foot-sweeps-bjj,doubled-bjj-suffix,1233,"BJJ Foot Sweeps Guide | BJJ App Wiki"
en,bjj-framing-in-bjj,doubled-bjj-suffix,1571,"Framing in BJJ | Effective Frames"
en,bjj-front-headlock-bjj,doubled-bjj-suffix,1266,"Front Headlock System in BJJ | BJJ App Wiki"
en,bjj-game-planning-bjj,doubled-bjj-suffix,1400,"Game Planning Strategy | BJJ App Wiki"
en,bjj-game-theory-bjj,doubled-bjj-suffix,1400,"BJJ Game Theory Guide | BJJ App Wiki"
en,bjj-gift-wrapping-bjj,doubled-bjj-suffix,1362,"Gift Wrap From Back Control"
en,bjj-grip-strength-bjj,doubled-bjj-suffix,1426,"Grip Strength Training for BJJ"
en,bjj-guard-engagement-bjj,doubled-bjj-suffix,1212,"Guard Engagement Principles"
en,bjj-harai-goshi-bjj,doubled-bjj-suffix,1372,"Harai Goshi for BJJ | BJJ App Wiki"
en,bjj-head-control-bjj,doubled-bjj-suffix,1203,"Head Control Fundamentals"
en,bjj-hip-mobility-bjj,doubled-bjj-suffix,1425,"Hip Mobility Exercises for BJJ"
en,bjj-hydration-bjj,doubled-bjj-suffix,1210,"Hydration for BJJ"
en,bjj-ice-bath-bjj,doubled-bjj-suffix,1254,"Cold Therapy for Recovery"
en,bjj-initiative-bjj,doubled-bjj-suffix,1407,"Taking Initiative in BJJ"
en,bjj-inside-step-bjj,doubled-bjj-suffix,1243,"Inside Step Technique"
en,bjj-inversion-guide-bjj,doubled-bjj-suffix,1383,"Inversion Movements for BJJ"
en,bjj-inverted-guard-bjj,doubled-bjj-suffix,1264,"Inverted Guard Techniques"
en,bjj-judo-for-bjj,doubled-bjj-suffix,1202,"Judo for BJJ: Throws, Grips and Groundwork Integration | BJJ App Wiki"
en,bjj-judo-throws-for-bjj,doubled-bjj-suffix,1435,"Judo Throws for BJJ | Best Trips, Sweeps & Sacrifice Throws"
en,bjj-jumping-guard-bjj,doubled-bjj-suffix,1407,"Jumping Guard Technique"
en,bjj-kimura-details-bjj,doubled-bjj-suffix,1195,"Kimura Complete Details"
en,bjj-knee-health-bjj,doubled-bjj-suffix,1465,"Knee Health for BJJ Grapplers"
en,bjj-kouchi-gari-bjj,doubled-bjj-suffix,1389,"Kouchi Gari for BJJ | BJJ App Wiki"
en,bjj-kuzushi-bjj,doubled-bjj-suffix,1554,"Kuzushi Bjj.Html Guide"
en,bjj-late-defense-bjj,doubled-bjj-suffix,1279,"Late Defensive Techniques in BJJ"
en,bjj-learning-styles-bjj,doubled-bjj-suffix,1357,"BJJ Learning Styles Guide | BJJ App Wiki"
en,bjj-leg-lock-safety-bjj,doubled-bjj-suffix,1241,"Leg Lock Safety in Training"
en,bjj-leg-pummeling-bjj,doubled-bjj-suffix,1169,"Leg Pummeling in Guard"
en,bjj-legacy-in-bjj,doubled-bjj-suffix,1162,"Legacy and Contribution in BJJ"
en,bjj-leverage-principles-bjj,doubled-bjj-suffix,1365,"Leverage Principles in BJJ"
en,bjj-long-game-bjj,doubled-bjj-suffix,1380,"Long Game in BJJ | BJJ App Wiki"
en,bjj-longevity-bjj,doubled-bjj-suffix,1484,"Longevity Bjj Guide"
en,bjj-longevity-guide,soft-topic:longevity,1400,"BJJ Longevity Guide | Train Into Your 50s, 60s & Beyond"
en,bjj-losing-in-bjj,doubled-bjj-suffix,1173,"Losing Gracefully in BJJ"
en,bjj-massage-therapy-bjj,doubled-bjj-suffix,1078,"Massage Therapy for BJJ"
en,bjj-mental-game,soft-topic:mental,1242,"BJJ Mental Game — Psychology & Mindset for Grapplers"
en,bjj-mental-performance,soft-topic:mental,1373,"Mental Performance in BJJ"
en,bjj-mental-preparation,soft-topic:mental,1405,"BJJ Mental Preparation: Mindset, Visualization, and Competition Psychology"
en,bjj-mindfulness-bjj,doubled-bjj-suffix,1532,"Mindfulness Bjj Guide"
en,bjj-mindset-for-beginners,soft-topic:mindset,1205,"BJJ Mindset for Beginners: Embrace Tapping & Progress | BJJ App Wiki"
en,bjj-motivation-bjj,doubled-bjj-suffix,1221,"Staying Motivated in BJJ"
en,bjj-never-stop-learning-bjj,doubled-bjj-suffix,1327,"Continuous Learning in BJJ"
en,bjj-nutrition-guide,soft-topic:nutrition,1266,"BJJ Nutrition Guide: What to Eat to Train and Compete Better"
en,bjj-nutrition-science,soft-topic:nutrition,1207,"Nutrition Science for BJJ Athletes: Evidence-Based Fueling"
en,bjj-nutrition-timing,soft-topic:nutrition,1223,"Nutrition Timing for BJJ"
en,bjj-offense-first-bjj,doubled-bjj-suffix,1142,"Offense-First BJJ | Building an Attacking Mindset"
en,bjj-older-athlete-bjj,doubled-bjj-suffix,1084,"BJJ for Older Athletes — Training Smart After 40"
en,bjj-osoto-gari-bjj,doubled-bjj-suffix,1343,"Osoto Gari for BJJ | BJJ App Wiki"
en,bjj-overhead-sweep-bjj,doubled-bjj-suffix,1194,"Overhead Sweep Technique"
en,bjj-overhook-system-bjj,doubled-bjj-suffix,1323,"Overhook System (Whizzer)"
en,bjj-overtime-strategy-bjj,doubled-bjj-suffix,1531,"Overtime Strategy in BJJ | EBI & IBJJF"
en,bjj-overtraining-signs-bjj,doubled-bjj-suffix,1167,"Recognizing Overtraining in BJJ"
en,bjj-passing-concepts-bjj,doubled-bjj-suffix,1291,"Core Guard Passing Concepts"
en,bjj-peak-performance-guide,soft-topic:performance,1317,"BJJ Peak Performance Guide | BJJ App Wiki"
en,bjj-peak-performance,soft-topic:performance,1216,"BJJ Peak Performance Timing | BJJ App Wiki"
en,bjj-penalty-avoidance-bjj,doubled-bjj-suffix,1309,"Avoiding Penalties in BJJ"
en,bjj-pendulum-sweep-bjj,doubled-bjj-suffix,1160,"Pendulum Sweep Details"
en,bjj-periodization-bjj,doubled-bjj-suffix,1330,"Periodization for BJJ Athletes"
en,bjj-plateaus-bjj,doubled-bjj-suffix,1134,"Overcoming BJJ Plateaus"
en,bjj-post-training-nutrition,soft-topic:nutrition,1125,"Post-Training Nutrition"
en,bjj-pre-training-nutrition,soft-topic:nutrition,1148,"Pre-Training Nutrition"
en,bjj-principle-based-bjj,doubled-bjj-suffix,1221,"Principle-Based BJJ Training"
en,bjj-proactive-bjj,doubled-bjj-suffix,1262,"Proactive BJJ Approach"
en,bjj-probing-attacks-bjj,doubled-bjj-suffix,1352,"Probing Attacks in BJJ"
en,bjj-problem-solving-bjj,doubled-bjj-suffix,1202,"Problem Solving in BJJ | BJJ App Wiki"
en,bjj-progressive-overload-bjj,doubled-bjj-suffix,1283,"Progressive Overload in BJJ"
en,bjj-proprioception-bjj,doubled-bjj-suffix,1195,"Proprioception in Grappling"
en,bjj-protein-for-bjj,doubled-bjj-suffix,1045,"Protein Intake for BJJ"
en,bjj-reaction-based-bjj,doubled-bjj-suffix,1252,"Reaction-Based BJJ Game | Adaptive Strategy"
en,bjj-reaction-training-bjj,doubled-bjj-suffix,1172,"BJJ Reaction Training | Developing Automatic Responses"
en,bjj-reading-opponent-bjj,doubled-bjj-suffix,1338,"Reading Your Opponent in BJJ"
en,bjj-reaping-rules-bjj,doubled-bjj-suffix,1247,"Reaping Rules in BJJ | BJJ App Wiki"
en,bjj-recovery-protocol-bjj,doubled-bjj-suffix,1534,"Recovery Protocol Bjj Guide"
en,bjj-recovery-protocols-bjj,doubled-bjj-suffix,1251,"Recovery Protocols for BJJ Training"
en,bjj-referee-position-bjj,doubled-bjj-suffix,1228,"Referee Position Escapes"
en,bjj-referee-understanding,soft-topic:understanding,1304,"BJJ Referee Rules Understanding Guide | BJJ App Wiki"
en,bjj-resilience-bjj,doubled-bjj-suffix,1332,"Building Resilience in BJJ"
en,bjj-sambo-for-bjj,doubled-bjj-suffix,1364,"Sambo for BJJ | Leg Locks & Wrestling Skills from Russian Martial Art"
en,bjj-seoi-nage-bjj,doubled-bjj-suffix,1251,"Seoi Nage for BJJ | BJJ App Wiki"
en,bjj-setup-principles-bjj,doubled-bjj-suffix,1345,"BJJ Attack Setup Principles"
en,bjj-shot-defense-bjj,doubled-bjj-suffix,1190,"Defending Wrestling Shots | BJJ App Wiki"
en,bjj-shoulder-health-bjj,doubled-bjj-suffix,1276,"Shoulder Health for Grapplers"
en,bjj-single-leg-counter-bjj,doubled-bjj-suffix,1211,"Single Leg Counter Techniques | Advanced BJJ"
en,bjj-single-leg-defense-bjj,doubled-bjj-suffix,1181,"Single Leg Defense in BJJ | Complete Guide"
en,bjj-situational-awareness-bjj,doubled-bjj-suffix,1441,"Situational Awareness Bjj Guide"
en,bjj-sleep-for-bjj,doubled-bjj-suffix,1476,"Sleep For Bjj Guide"
en,bjj-sleep-performance,soft-topic:performance,1251,"BJJ Sleep & Performance | How Rest Transforms Your Game"
en,bjj-small-person-bjj,doubled-bjj-suffix,1359,"BJJ for Small People — Techniques and Guards That Work for Smaller Builds"
en,bjj-sparring-partners-bjj,doubled-bjj-suffix,1143,"Managing Sparring Partners"
en,bjj-specific-training-bjj,doubled-bjj-suffix,1194,"Specificity of BJJ Training"
en,bjj-speed-advantage-bjj,doubled-bjj-suffix,1123,"Using Speed Advantage in BJJ"
en,bjj-sprawl-guide-bjj,doubled-bjj-suffix,1281,"Sprawl Technique in BJJ | BJJ App Wiki"
en,bjj-stacking-opponent-bjj,doubled-bjj-suffix,1281,"Stacking for Guard Passing"
en,bjj-stalling-rules-bjj,doubled-bjj-suffix,1554,"Stalling Rules in BJJ | IBJJF"
en,bjj-stance-footwork-bjj,doubled-bjj-suffix,1256,"Stance and Footwork Guide | BJJ App Wiki"
en,bjj-strength-in-bjj,doubled-bjj-suffix,1272,"Using Strength Advantages in BJJ"
en,bjj-strength-training-bjj,doubled-bjj-suffix,1294,"Strength Training for Grapplers"
en,bjj-stress-management-bjj,doubled-bjj-suffix,1495,"Stress Management Bjj Guide"
en,bjj-stripes-system-bjj,doubled-bjj-suffix,1136,"Stripes and Interim Grades"
en,bjj-submission-hunting-bjj,doubled-bjj-suffix,1209,"Submission Hunting in Competition"
en,bjj-submission-timing-bjj,doubled-bjj-suffix,1317,"Submission Timing in BJJ"
en,bjj-survival-position-bjj,doubled-bjj-suffix,1144,"Survival Positions in BJJ"
en,bjj-systematic-study-bjj,doubled-bjj-suffix,1287,"BJJ Systematic Study Guide | BJJ App Wiki"
en,bjj-tap-early-bjj,doubled-bjj-suffix,1278,"Tapping and Ego in BJJ"
en,bjj-tap-protocols-bjj,doubled-bjj-suffix,1107,"Tapping Protocols and Etiquette"
en,bjj-teach-to-learn-bjj,doubled-bjj-suffix,1256,"BJJ Teach to Learn Guide | BJJ App Wiki"
en,bjj-teaching-bjj,doubled-bjj-suffix,1166,"Teaching BJJ to Others"
en,bjj-team-scoring-bjj,doubled-bjj-suffix,1199,"Team Scoring in BJJ"
en,bjj-three-year-bjj,doubled-bjj-suffix,1165,"Three Year BJJ Journey"
en,bjj-tie-up-control-bjj,doubled-bjj-suffix,1256,"Tie-Up Control in BJJ"
en,bjj-tight-submissions-bjj,doubled-bjj-suffix,1174,"Getting Tight Submissions"
en,bjj-time-management-bjj,doubled-bjj-suffix,1385,"Time Management in Competition"
en,bjj-timing-in-bjj,doubled-bjj-suffix,1186,"Timing Development in BJJ"
en,bjj-tomoe-nage-bjj,doubled-bjj-suffix,1132,"Tomoe Nage for BJJ"
en,bjj-trips-and-throws-bjj,doubled-bjj-suffix,1335,"Trips and Throws for BJJ"
en,bjj-two-on-one-bjj,doubled-bjj-suffix,1351,"Two-on-One Grip for BJJ | BJJ App Wiki"
en,bjj-underhook-system-bjj,doubled-bjj-suffix,1263,"Underhook Control System"
en,bjj-understanding-bjj,doubled-bjj-suffix,1168,"Deeper Understanding of BJJ"
en,bjj-visualization-bjj,doubled-bjj-suffix,1274,"Visualization Techniques for BJJ"
en,bjj-weight-advantage-bjj,doubled-bjj-suffix,1154,"Using Weight Advantage in BJJ"
en,bjj-weight-class-bjj,doubled-bjj-suffix,1168,"Weight Class Competition"
en,bjj-wrestling-for-bjj,doubled-bjj-suffix,1379,"Wrestling for BJJ — How to Integrate Takedowns into Your Jiu-Jitsu Game"
en,bjj-wrestling-takedown-for-bjj,doubled-bjj-suffix,1549,"Wrestling Takedowns for BJJ — Complete Integration Guide"
en,bjj-wrist-control-bjj,doubled-bjj-suffix,1310,"Wrist Control Techniques"
en,gi-vs-nogi-bjj,doubled-bjj-suffix,1582,"Gi vs No-Gi BJJ | Complete Comparison Guide"
en,how-long-to-black-belt-bjj,doubled-bjj-suffix,1308,"How Long Does It Take to Get a BJJ Black Belt? | BJJ App Wiki"
ja,bjj-absolute-division-bjj,doubled-bjj-suffix,443,"【BJJ】アブソリュート大会の戦略"
ja,bjj-active-recovery-bjj,doubled-bjj-suffix,485,"【BJJ】アクティブリカバリー技法"
ja,bjj-adaptation-bjj,doubled-bjj-suffix,470,"【BJJ】相手への適応スキル"
ja,bjj-advantage-system-bjj,doubled-bjj-suffix,445,"BJJアドバンテージシステム | BJJ App Wiki"
ja,bjj-after-competition-bjj,doubled-bjj-suffix,388,"【BJJ】試合後の分析 | BJJ App Wiki"
ja,bjj-analyzing-tape-bjj,doubled-bjj-suffix,472,"【BJJ】自分の動画を分析する方法"
ja,bjj-arm-collection-bjj,doubled-bjj-suffix,492,"【BJJ】アームコレクションテクニック | BJJ App Wiki"
ja,bjj-arm-control-bjj,doubled-bjj-suffix,512,"【BJJ】アームコントロールの原則 | BJJ App Wiki"
ja,bjj-armbar-details-bjj,doubled-bjj-suffix,400,"【BJJ】アームバー詳細ガイド | BJJ App Wiki"
ja,bjj-armpit-control-bjj,doubled-bjj-suffix,376,"【BJJ】アームピットコントロールテクニックガイド | BJJ App Wiki"
ja,bjj-athlete-mindset,soft-topic:mindset,253,"BJJアスリートマインドセット：チャンピオンのように練習する | BJJ App Wiki"
ja,bjj-balance-in-bjj,doubled-bjj-suffix,378,"【BJJ】バランスの習得 | BJJ App Wiki"
ja,bjj-balance-training-bjj,doubled-bjj-suffix,295,"BJJバランスと調整トレーニング"
ja,bjj-balloon-sweep-bjj,doubled-bjj-suffix,403,"【BJJ】バルーンスイープ（隅返） | BJJ App Wiki"
ja,bjj-base-in-bjj,doubled-bjj-suffix,460,"【BJJ】BJJのベース | BJJ App Wiki"
ja,bjj-beginner-mind-bjj,doubled-bjj-suffix,496,"【BJJ】初心者の心構え | BJJ App Wiki"
ja,bjj-between-matches-bjj,doubled-bjj-suffix,365,"【BJJ】試合間の過ごし方 | BJJ App Wiki"
ja,bjj-black-belt-mindset,soft-topic:mindset,281,"BJJ黒帯のマインドセット：何が必要で何を本当に意味するか"
ja,bjj-body-mechanic-bjj,doubled-bjj-suffix,381,"【BJJ】ボディメカニクス | BJJ App Wiki"
ja,bjj-breakdown-technique-bjj,doubled-bjj-suffix,490,"【BJJ】テクニック分解の方法"
ja,bjj-breath-control-bjj,doubled-bjj-suffix,319,"BJJ競技での呼吸とブレスコントロール"
ja,bjj-clinch-work-bjj,doubled-bjj-suffix,291,"クリンチワークとテイクダウン：BJJスタンドアップ"
ja,bjj-combination-attacks-bjj,doubled-bjj-suffix,457,"【BJJ】コンビネーション攻撃理論 | BJJ App Wiki"
ja,bjj-competition-anxiety,soft-topic:anxiety,450,"【BJJ】試合の緊張・不安の対処法 | BJJ App Wiki"
ja,bjj-competition-day-nutrition,soft-topic:nutrition,457,"【BJJ】大会当日の栄養戦略"
ja,bjj-competition-diet-guide,soft-topic:diet,379,"BJJ大会食事ガイド — 試合当日の栄養戦略"
ja,bjj-competition-mindset,soft-topic:mindset,258,"BJJ競技のマインドセット：試合成功のためのメンタルスキル"
ja,bjj-competition-warmup-bjj,doubled-bjj-suffix,376,"【BJJ】試合前のウォーミングアップ | BJJ App Wiki"
ja,bjj-compression-locks-bjj,doubled-bjj-suffix,513,"【BJJ】コンプレッションロック概要 | BJJ App Wiki"
ja,bjj-conceptual-bjj,doubled-bjj-suffix,324,"【BJJ】コンセプトによるテクニック理解 | BJJ App Wiki"
ja,bjj-conceptual-learning-bjj,doubled-bjj-suffix,347,"【BJJ】コンセプトラーニング"
ja,bjj-confidence-bjj,doubled-bjj-suffix,379,"【BJJ】BJJにおける自信の構築 | BJJ App Wiki"
ja,bjj-consistency-bjj,doubled-bjj-suffix,374,"【BJJ】BJJトレーニングにおける継続性 | BJJ App Wiki"
ja,bjj-cool-down-guide-bjj,doubled-bjj-suffix,380,"【BJJ】トレーニング後のクールダウン | BJJ App Wiki"
ja,bjj-coordination-bjj,doubled-bjj-suffix,389,"【BJJ】コーディネーショントレーニング | BJJ App Wiki"
ja,bjj-copy-elite-bjj,doubled-bjj-suffix,483,"【BJJ】エリート選手の技をコピーする"
ja,bjj-counter-attack-bjj,doubled-bjj-suffix,494,"【BJJ】カウンターアタック理論 | BJJ App Wiki"
ja,bjj-creating-angles-bjj,doubled-bjj-suffix,506,"BJJにおける角度の作り方 | BJJ App Wiki"
ja,bjj-curriculum-bjj,doubled-bjj-suffix,374,"【BJJ】BJJカリキュラムデザイン | BJJ App Wiki"
ja,bjj-cutting-weight-bjj,doubled-bjj-suffix,454,"【BJJ】計量対策 | BJJ App Wiki"
ja,bjj-diet-for-bjj,doubled-bjj-suffix,325,"BJJダイエットガイド | BJJ App Wiki"
ja,bjj-diet-nutrition,soft-topic:nutrition,310,"BJJ食事・栄養ガイド：グラップラーのための最適栄養 | BJJ App Wiki"
ja,bjj-distance-management-bjj,doubled-bjj-suffix,385,"【BJJ】距離管理ガイド | BJJ App Wiki"
ja,bjj-drilling-routines-bjj,doubled-bjj-suffix,488,"【BJJ】毎日のドリリングルーティン"
ja,bjj-ego-in-bjj,doubled-bjj-suffix,493,"【BJJ】エゴとBJJトレーニング | BJJ App Wiki"
ja,bjj-elbow-control-bjj,doubled-bjj-suffix,387,"【BJJ】エルボーコントロール | BJJ App Wiki"
ja,bjj-endurance-game-bjj,doubled-bjj-suffix,377,"【BJJ】スタミナ重視のBJJゲーム | BJJ App Wiki"
ja,bjj-explosive-power-bjj,doubled-bjj-suffix,369,"【BJJ】爆発的パワーで技を強化 | BJJ App Wiki"
ja,bjj-feel-in-bjj,doubled-bjj-suffix,364,"【BJJ】ブラジリアン柔術の「感覚」を磨く | BJJ App Wiki"
ja,bjj-feint-techniques-bjj,doubled-bjj-suffix,455,"【BJJ】フェイントとミスディレクション | BJJ App Wiki"
ja,bjj-film-study-bjj,doubled-bjj-suffix,482,"【BJJ】フィルムスタディの技法"
ja,bjj-first-year-bjj,doubled-bjj-suffix,481,"【BJJ】最初の1年のガイド"
ja,bjj-flexibility-for-bjj,doubled-bjj-suffix,297,"BJJ怪我予防のための柔軟性トレーニング"
ja,bjj-flexibility-training-bjj,doubled-bjj-suffix,334,"【BJJ】柔軟性トレーニング"
ja,bjj-floating-pass-bjj,doubled-bjj-suffix,386,"【BJJ】フローティングパス | BJJ App Wiki"
ja,bjj-flow-state-bjj,doubled-bjj-suffix,402,"【BJJ】フロー状態の達成方法 | BJJ App Wiki"
ja,bjj-foam-rolling-bjj,doubled-bjj-suffix,500,"【BJJ】フォームローリング for BJJ"
ja,bjj-focus-techniques-bjj,doubled-bjj-suffix,408,"【BJJ】集中力・メンタルテクニック | BJJ App Wiki"
ja,bjj-foot-sweeps-bjj,doubled-bjj-suffix,353,"【BJJ】フットスウィープガイド"
ja,bjj-framing-in-bjj,doubled-bjj-suffix,439,"【BJJ】フレーミング | BJJ App Wiki"
ja,bjj-front-headlock-bjj,doubled-bjj-suffix,408,"フロントヘッドロック攻防 | BJJ App Wiki"
ja,bjj-game-planning-bjj,doubled-bjj-suffix,392,"BJJゲームプランニング戦略 | BJJ App Wiki"
ja,bjj-game-theory-bjj,doubled-bjj-suffix,345,"【BJJ】ゲーム理論ガイド"
ja,bjj-gift-wrapping-bjj,doubled-bjj-suffix,498,"【BJJ】バックからのギフトラップ | BJJ App Wiki"
ja,bjj-grip-strength-bjj,doubled-bjj-suffix,459,"【BJJ】グラップリング向けグリップ強化トレーニング | BJJ App Wiki"
ja,bjj-guard-engagement-bjj,doubled-bjj-suffix,405,"【BJJ】ガードエンゲージメントの原則 | BJJ App Wiki"
ja,bjj-harai-goshi-bjj,doubled-bjj-suffix,385,"【BJJ】払い腰：BJJでの活用法 | BJJ App Wiki"
ja,bjj-head-control-bjj,doubled-bjj-suffix,484,"【BJJ】ヘッドコントロール基本原理"
ja,bjj-hip-mobility-bjj,doubled-bjj-suffix,382,"【BJJ】股関節の可動域改善ドリル | BJJ App Wiki"
ja,bjj-hydration-bjj,doubled-bjj-suffix,491,"【BJJ】BJJトレーニングの水分補給戦略"
ja,bjj-ice-bath-bjj,doubled-bjj-suffix,476,"【BJJ】冷水療法でのリカバリー"
ja,bjj-initiative-bjj,doubled-bjj-suffix,358,"【BJJ】イニシアチブの取り方 | BJJ App Wiki"
ja,bjj-inside-step-bjj,doubled-bjj-suffix,497,"【BJJ】インサイドステップテクニック"
ja,bjj-inversion-guide-bjj,doubled-bjj-suffix,451,"BJJインバージョン完全ガイド | BJJ App Wiki"
ja,bjj-inverted-guard-bjj,doubled-bjj-suffix,524,"【BJJ】インバーテッドガードテクニック | BJJ App Wiki"
ja,bjj-judo-for-bjj,doubled-bjj-suffix,295,"BJJのための柔道：投げ・グリップ・ねわざ統合 | BJJ App Wiki"
ja,bjj-judo-throws-for-bjj,doubled-bjj-suffix,434,"BJJのための柔道投げ｜最高の足技・払い・捨て身技"
ja,bjj-jumping-guard-bjj,doubled-bjj-suffix,450,"【BJJ】ジャンピングガードテクニック | BJJ App Wiki"
ja,bjj-kimura-details-bjj,doubled-bjj-suffix,402,"【BJJ】キムラ 完全解説 | BJJ App Wiki"
ja,bjj-knee-health-bjj,doubled-bjj-suffix,379,"【BJJ】柔術家のための膝の健康 | BJJ App Wiki"
ja,bjj-kouchi-gari-bjj,doubled-bjj-suffix,392,"【BJJ】後内刈り BJJテクニック | BJJ App Wiki"
ja,bjj-kuzushi-bjj,doubled-bjj-suffix,383,"【BJJ】崩しBJJ.htmlガイド | BJJ App Wiki"
ja,bjj-late-defense-bjj,doubled-bjj-suffix,377,"BJJの遅延防御テクニック | BJJ App Wiki"
ja,bjj-learning-styles-bjj,doubled-bjj-suffix,348,"【BJJ】学習スタイルガイド"
